,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_Bin,Normalized_Income,Graduate,Not Graduate
87,0,0,0,1,1,1,2500,2118.0,104.0,360.0,1.0,0,0,Medium,25.0,1,0
88,0,0,1,1,1,1,8566,0.0,210.0,360.0,1.0,0,0,High,46.27634384866635,1,0
89,0,0,0,1,1,1,5695,4167.0,175.0,360.0,1.0,0,0,Medium,37.73261188945181,1,0
90,0,0,0,1,1,1,2958,2900.0,131.0,360.0,1.0,0,0,Medium,27.193749281774295,1,0
91,0,0,0,0,1,1,6250,5654.0,188.0,180.0,1.0,0,0,Medium,39.528470752104745,1,0
92,0,0,0,0,0,1,3273,1820.0,81.0,360.0,1.0,0,0,Low,28.605069480775605,0,1
93,0,0,1,1,1,1,4133,0.0,122.0,360.0,1.0,0,0,Medium,32.14420632089086,1,0
94,0,0,1,1,0,1,3620,0.0,25.0,120.0,1.0,0,0,Low,30.083217912982647,0,1
95,0,0,1,1,1,0,6782,0.0,,360.0,,0,1,,41.176449579826574,1,0
96,0,1,0,1,1,1,2484,2302.0,137.0,360.0,1.0,0,0,Medium,24.919871588754223,1,0
97,0,0,0,1,1,1,1977,997.0,50.0,360.0,1.0,0,0,Low,22.23173407541571,1,0
98,0,0,0,1,0,1,4188,0.0,115.0,180.0,1.0,0,0,Medium,32.357379374726875,0,1
99,0,0,0,1,1,1,1759,3541.0,131.0,360.0,1.0,0,0,Medium,20.97021697551077,1,0
100,0,0,0,0,0,1,4288,3263.0,133.0,180.0,1.0,0,0,Medium,32.7414110874898,0,1
101,0,0,1,1,1,1,4843,3806.0,151.0,360.0,1.0,0,0,Medium,34.79583308386221,1,0
102,0,0,0,0,1,1,13650,0.0,,360.0,1.0,0,0,,58.41660722773961,1,0
103,0,0,0,1,1,1,4652,3583.0,,360.0,1.0,0,0,,34.10278580995987,1,0
104,0,0,0,0,1,1,3816,754.0,160.0,360.0,1.0,0,0,Medium,30.886890422961002,1,0
105,0,0,0,0,1,1,3052,1030.0,100.0,360.0,1.0,0,0,Low,27.622454633866266,1,0
106,0,0,0,0,1,1,11417,1126.0,225.0,360.0,1.0,0,0,High,53.42518132865812,1,0
107,0,0,1,1,0,0,7333,0.0,120.0,360.0,1.0,1,1,Medium,42.81646879414509,0,1
108,0,0,0,0,1,1,3800,3600.0,216.0,360.0,0.0,0,1,High,30.822070014844883,1,0
109,0,0,0,0,0,1,2071,754.0,94.0,480.0,1.0,0,0,Low,22.754120505965506,0,1
110,0,0,1,1,1,1,5316,0.0,136.0,360.0,1.0,0,0,Medium,36.45545226711637,1,0
111,0,1,0,1,1,0,2929,2333.0,139.0,360.0,1.0,0,0,Medium,27.060118255469618,1,0
112,0,0,0,1,0,1,3572,4114.0,152.0,,0.0,1,1,Medium,29.88310559496787,0,1
113,0,1,1,0,1,0,7451,0.0,,360.0,1.0,0,0,,43.159587579123134,1,0
114,0,0,1,1,1,0,5050,0.0,118.0,360.0,1.0,0,0,Medium,35.531676008879735,1,0
115,0,0,0,0,1,1,14583,0.0,185.0,180.0,1.0,1,0,Medium,60.38004637295337,1,0
116,0,1,0,1,1,1,3167,2283.0,154.0,360.0,1.0,0,0,Medium,28.138052526783014,1,0
117,0,0,0,0,1,1,2214,1398.0,85.0,360.0,,0,0,Low,23.526580712037184,1,0
118,0,0,0,1,1,1,5568,2142.0,175.0,360.0,1.0,1,1,Medium,37.30951621235526,1,0
119,0,1,1,1,1,1,10408,0.0,259.0,360.0,1.0,0,0,High,51.0098029794274,1,0
120,0,0,0,0,1,1,5667,2667.0,180.0,360.0,1.0,1,0,Medium,37.639739637781766,1,0
121,0,1,1,1,1,1,4166,0.0,44.0,360.0,1.0,0,0,Low,32.27227912620985,1,0
122,0,1,1,1,1,1,2137,8980.0,137.0,360.0,0.0,0,0,Medium,23.11384866265244,1,0
123,0,0,0,0,1,1,2957,0.0,81.0,360.0,1.0,0,0,Low,27.189152248645048,1,0
124,0,0,0,1,0,1,4300,2014.0,194.0,360.0,1.0,1,0,Medium,32.78719262151,0,1
125,0,1,1,1,1,1,3692,0.0,93.0,360.0,,1,0,Low,30.380915061926625,1,0
126,0,0,0,0,1,1,23803,0.0,370.0,360.0,1.0,1,0,Extreme,77.14110447744444,1,0
127,0,0,1,1,1,1,3865,1640.0,,360.0,1.0,1,0,,31.084562084739105,1,0
128,0,0,0,0,1,0,10513,3850.0,160.0,180.0,0.0,0,1,Medium,51.266460771151344,1,0
129,0,0,0,1,1,1,6080,2569.0,182.0,360.0,,1,1,Medium,38.98717737923585,1,0
130,0,0,1,1,1,0,20166,0.0,650.0,480.0,,0,0,Extreme,71.00352103945268,1,0
131,0,0,1,1,1,1,2014,1929.0,74.0,360.0,1.0,0,0,Low,22.438805672316875,1,0
132,0,0,1,1,1,1,2718,0.0,70.0,360.0,1.0,0,0,Low,26.06722079547415,1,0
133,0,0,0,1,1,0,3459,0.0,25.0,120.0,1.0,0,0,Low,29.406631905065225,1,0
134,0,0,1,1,1,1,4895,0.0,102.0,360.0,1.0,0,0,Medium,34.98213829942361,1,0
135,0,0,0,0,1,1,4000,7750.0,290.0,360.0,1.0,0,1,High,31.622776601683793,1,0
136,0,1,0,1,1,1,4583,0.0,84.0,360.0,1.0,1,1,Low,33.84892908202562,1,0
137,0,0,0,0,1,0,3316,3500.0,88.0,360.0,1.0,0,0,Low,28.792360097775937,1,0
138,0,0,1,1,1,1,14999,0.0,242.0,360.0,0.0,0,1,High,61.23520229410531,1,0
139,0,0,0,0,0,1,4200,1430.0,129.0,360.0,1.0,1,1,Medium,32.4037034920393,0,1
140,0,0,0,0,1,1,5042,2083.0,185.0,360.0,1.0,1,1,Medium,35.503520952153465,1,0
141,0,0,1,1,1,1,5417,0.0,168.0,360.0,1.0,0,0,Medium,36.800135869314396,1,0
142,0,0,1,1,1,0,6950,0.0,175.0,180.0,1.0,0,0,Medium,41.68333000133266,1,0
143,0,0,0,1,1,1,2698,2034.0,122.0,360.0,1.0,0,0,Medium,25.971137826441105,1,0
144,0,0,0,0,1,1,11757,0.0,187.0,180.0,1.0,0,0,Medium,54.21485036408382,1,0
145,0,1,0,1,1,1,2330,4486.0,100.0,360.0,1.0,0,0,Low,24.13503677229434,1,0
146,0,1,0,0,1,1,14866,0.0,70.0,360.0,1.0,0,0,Low,60.96310359553556,1,0
147,0,0,0,0,1,1,1538,1425.0,30.0,360.0,1.0,0,0,Low,19.60867155112758,1,0
148,0,1,1,1,1,1,10000,1666.0,225.0,360.0,1.0,1,1,High,50.0,1,0
149,0,0,0,1,1,1,4860,830.0,125.0,360.0,1.0,0,0,Medium,34.85685011586675,1,0
150,0,0,1,1,1,1,6277,0.0,118.0,360.0,0.0,1,1,Medium,39.613760235554516,1,0
151,0,0,0,1,1,0,2577,3750.0,152.0,360.0,1.0,1,0,Medium,25.38208029299411,1,0
152,0,0,1,1,1,1,9166,0.0,244.0,360.0,1.0,0,1,High,47.86961457960572,1,0
153,0,0,0,0,0,1,2281,0.0,113.0,360.0,1.0,1,1,Medium,23.879907872519105,0,1
154,0,0,1,1,1,1,3254,0.0,50.0,360.0,1.0,0,0,Low,28.521921393903323,1,0
155,0,0,0,0,1,1,39999,0.0,600.0,180.0,0.0,0,0,Extreme,99.9987499921874,1,0
156,0,0,0,0,1,1,6000,0.0,160.0,360.0,,1,0,Medium,38.72983346207417,1,0
157,0,0,0,0,1,1,9538,0.0,187.0,360.0,1.0,0,0,Medium,48.83134239399937,1,0
158,0,0,1,1,1,0,2980,2083.0,120.0,360.0,1.0,1,0,Medium,27.294688127912362,1,0
159,0,0,0,1,1,1,4583,5625.0,255.0,360.0,1.0,0,0,High,33.84892908202562,1,0
160,0,0,0,1,0,1,1863,1041.0,98.0,360.0,1.0,0,0,Low,21.581241854907237,0,1
161,0,0,0,1,1,1,7933,0.0,275.0,360.0,1.0,0,1,High,44.533695108310965,1,0
162,0,0,0,0,1,1,3089,1280.0,121.0,360.0,0.0,0,1,Medium,27.789386463180506,1,0
163,0,0,0,0,1,1,4167,1447.0,158.0,360.0,1.0,1,0,Medium,32.27615218702502,1,0
164,0,0,0,1,1,1,9323,0.0,75.0,180.0,1.0,0,0,Low,48.277841708179125,1,0
165,0,0,0,1,1,1,3707,3166.0,182.0,,1.0,1,0,Medium,30.44256887977754,1,0
166,0,1,0,1,1,1,4583,0.0,112.0,360.0,1.0,1,1,Medium,33.84892908202562,1,0
167,0,0,0,1,1,1,2439,3333.0,129.0,360.0,1.0,1,0,Medium,24.69311644973149,1,0
168,0,0,1,1,1,1,2237,0.0,63.0,480.0,0.0,0,1,Low,23.648467180770936,1,0
169,0,0,0,0,1,1,8000,0.0,200.0,360.0,1.0,0,0,Medium,44.721359549995796,1,0
170,0,0,0,1,0,0,1820,1769.0,95.0,360.0,1.0,1,0,Low,21.330729007701542,0,1
171,0,0,0,0,1,1,51763,0.0,700.0,300.0,1.0,0,0,Extreme,113.75741734058488,1,0
172,0,0,0,0,0,1,3522,0.0,81.0,180.0,1.0,1,1,Low,29.67322024991558,0,1
173,0,0,0,1,1,1,5708,5625.0,187.0,360.0,1.0,0,0,Medium,37.77565353504821,1,0
174,0,0,0,1,0,0,4344,736.0,87.0,360.0,1.0,0,1,Low,32.95451410656816,0,1
175,0,0,0,1,1,1,3497,1964.0,116.0,360.0,1.0,1,0,Medium,29.567718883945037,1,0
176,0,0,0,0,1,1,2045,1619.0,101.0,360.0,1.0,1,0,Medium,22.610838109190027,1,0
177,0,0,0,0,1,1,5516,11300.0,495.0,360.0,0.0,0,1,Extreme,37.134889255254286,1,0
178,0,0,0,0,1,1,3750,0.0,116.0,360.0,1.0,0,0,Medium,30.618621784789728,1,0
179,0,0,1,1,0,1,2333,1451.0,102.0,480.0,0.0,0,1,Medium,24.150569351466643,0,1
180,0,0,0,0,1,1,6400,7250.0,180.0,360.0,0.0,0,1,Medium,40.0,1,0
181,0,0,1,1,1,1,1916,5063.0,67.0,360.0,,1,1,Low,21.88606862823929,1,0
182,0,0,0,1,1,1,4600,0.0,73.0,180.0,1.0,0,0,Low,33.91164991562634,1,0
183,0,0,0,0,1,1,33846,0.0,260.0,360.0,1.0,0,1,High,91.98641204003991,1,0
184,0,1,0,1,1,1,3625,0.0,108.0,360.0,1.0,0,0,Medium,30.103986446980738,1,0
185,0,0,0,1,1,0,39147,4750.0,120.0,360.0,1.0,0,0,Medium,98.92800412421145,1,0
186,0,0,0,0,1,0,2178,0.0,66.0,300.0,0.0,1,1,Low,23.33452377915607,1,0
187,0,0,0,1,1,1,2383,2138.0,58.0,360.0,,1,0,Low,24.407990494917847,1,0
188,0,0,0,1,1,0,674,5296.0,168.0,360.0,1.0,1,0,Medium,12.98075498574717,1,0
189,0,0,0,1,1,1,9328,0.0,188.0,180.0,1.0,1,0,Medium,48.29078587059855,1,0
190,0,0,1,1,0,1,4885,0.0,48.0,360.0,1.0,1,0,Low,34.9463875100131,0,1
191,0,0,1,1,1,1,12000,0.0,164.0,360.0,1.0,0,1,Medium,54.772255750516614,1,0
192,0,0,0,1,0,1,6033,0.0,160.0,360.0,1.0,0,1,Medium,38.836194458262774,0,1
193,0,0,1,1,1,1,3858,0.0,76.0,360.0,1.0,0,0,Low,31.056400306539068,1,0
194,0,0,1,1,1,1,4191,0.0,120.0,360.0,1.0,1,0,Medium,32.36896661927903,1,0
195,0,0,0,0,1,1,3125,2583.0,170.0,360.0,1.0,0,1,Medium,27.95084971874737,1,0
196,0,0,1,1,1,1,8333,3750.0,187.0,360.0,1.0,1,0,Medium,45.64263357870578,1,0
197,0,1,1,1,0,1,1907,2365.0,120.0,,1.0,0,0,Medium,21.834605560898048,0,1
198,0,1,0,1,1,1,3416,2816.0,113.0,360.0,,0,0,Medium,29.223278392404914,1,0
199,0,0,1,1,1,0,11000,0.0,83.0,360.0,1.0,0,1,Low,52.44044240850758,1,0
200,0,0,0,0,0,1,2600,2500.0,90.0,360.0,1.0,0,0,Low,25.495097567963924,0,1
201,0,0,1,0,1,1,4923,0.0,166.0,360.0,0.0,0,0,Medium,35.082046690579496,1,0
202,0,0,0,0,0,1,3992,0.0,,180.0,1.0,0,1,,31.591137997862628,0,1
203,0,0,0,0,0,1,3500,1083.0,135.0,360.0,1.0,0,0,Medium,29.58039891549808,0,1
204,0,0,0,0,0,1,3917,0.0,124.0,360.0,1.0,0,0,Medium,31.2929704566377,0,1
205,0,1,1,1,0,1,4408,0.0,120.0,360.0,1.0,0,0,Medium,33.19638534539566,0,1
206,0,1,1,1,1,1,3244,0.0,80.0,360.0,1.0,0,0,Low,28.478061731796284,1,0
207,0,0,1,1,0,1,3975,2531.0,55.0,360.0,1.0,1,0,Low,31.523800532296228,0,1
208,0,0,1,1,1,1,2479,0.0,59.0,360.0,1.0,0,0,Low,24.894778569009205,1,0
209,0,0,1,1,1,1,3418,0.0,127.0,360.0,1.0,0,1,Medium,29.231831964486933,1,0
210,0,1,1,1,1,1,10000,0.0,214.0,360.0,1.0,0,1,High,50.0,1,0
211,0,0,0,0,1,1,3430,1250.0,128.0,360.0,0.0,0,1,Medium,29.283100928692644,1,0
212,0,0,0,0,1,0,7787,0.0,240.0,360.0,1.0,0,0,High,44.121989982320606,1,0
213,0,0,0,0,0,0,5703,0.0,130.0,360.0,1.0,1,0,Medium,37.7591048622713,0,1
214,0,0,0,1,1,1,3173,3021.0,137.0,360.0,1.0,0,0,Medium,28.164694211015323,1,0
215,0,0,0,0,0,1,3850,983.0,100.0,360.0,1.0,0,0,Low,31.024184114977142,0,1
216,0,0,0,1,1,1,150,1800.0,135.0,360.0,1.0,1,1,Medium,6.123724356957945,1,0
217,0,0,0,1,1,1,3727,1775.0,131.0,360.0,1.0,0,0,Medium,30.52458025919439,1,0
218,0,0,0,0,1,0,5000,0.0,72.0,360.0,0.0,0,1,Low,35.35533905932738,1,0
219,0,1,0,0,1,1,4283,2383.0,127.0,360.0,,0,0,Medium,32.72231654391235,1,0
220,0,0,0,1,1,1,2221,0.0,60.0,360.0,0.0,0,1,Low,23.56374333589636,1,0
221,0,0,0,0,1,1,4009,1717.0,116.0,360.0,1.0,0,0,Medium,31.65833223655346,1,0
222,0,0,1,1,1,1,2971,2791.0,144.0,360.0,1.0,0,0,Medium,27.253440149823287,1,0
223,0,0,0,1,1,1,7578,1010.0,175.0,,1.0,0,0,Medium,43.52585438564073,1,0
224,0,0,0,1,1,1,6250,0.0,128.0,360.0,1.0,0,0,Medium,39.528470752104745,1,0
225,0,0,0,1,1,1,3250,0.0,170.0,360.0,1.0,1,1,Medium,28.50438562747845,1,0
226,0,0,0,0,0,0,4735,0.0,138.0,360.0,1.0,0,1,Medium,34.405668137677544,0,1
227,0,0,0,0,1,1,6250,1695.0,210.0,360.0,1.0,0,0,High,39.528470752104745,1,0
228,0,0,0,0,1,1,4758,0.0,158.0,480.0,1.0,0,0,Medium,34.489128721961066,1,0
229,0,0,1,1,1,0,6400,0.0,200.0,360.0,1.0,1,0,Medium,40.0,1,0
230,0,0,0,0,1,1,2491,2054.0,104.0,360.0,1.0,0,0,Medium,24.95495942693556,1,0
231,0,0,0,1,1,0,3716,0.0,42.0,180.0,1.0,1,0,Low,30.479501308256342,1,0
232,0,0,1,1,0,1,3189,2598.0,120.0,,1.0,1,0,Medium,28.235615806991,0,1
233,0,1,1,1,1,1,8333,0.0,280.0,360.0,1.0,0,0,High,45.64263357870578,1,0
234,0,0,0,0,1,1,3155,1779.0,140.0,360.0,1.0,0,0,Medium,28.084693339967234,1,0
235,0,0,0,0,1,1,5500,1260.0,170.0,360.0,1.0,1,0,Medium,37.080992435478315,1,0
236,0,0,0,1,1,0,5746,0.0,255.0,360.0,,0,1,High,37.90118731649445,1,0
237,0,1,1,1,1,0,3463,0.0,122.0,360.0,,0,0,Medium,29.423629959608995,1,0
238,0,1,1,0,1,1,3812,0.0,112.0,360.0,1.0,1,0,Medium,30.870698080866262,1,0
239,0,0,0,0,1,1,3315,0.0,96.0,360.0,1.0,0,0,Low,28.788018340969565,1,0
240,0,0,0,0,1,1,5819,5000.0,120.0,360.0,1.0,1,0,Medium,38.141185089087095,1,0
241,0,0,0,0,0,1,2510,1983.0,140.0,180.0,1.0,0,1,Medium,25.0499500997507,0,1
242,0,0,1,1,1,1,2965,5701.0,155.0,60.0,1.0,0,0,Medium,27.225906780123964,1,0
243,0,0,0,0,1,0,6250,1300.0,108.0,360.0,1.0,1,0,Medium,39.528470752104745,1,0
244,0,0,0,1,0,1,3406,4417.0,123.0,360.0,1.0,0,0,Medium,29.180472922829747,0,1
245,0,0,1,1,1,0,6050,4333.0,120.0,180.0,1.0,0,1,Medium,38.890872965260115,1,0
246,0,0,0,0,1,1,9703,0.0,112.0,360.0,1.0,0,0,Medium,49.251903516513956,1,0
247,0,0,0,0,0,1,6608,0.0,137.0,180.0,1.0,0,0,Medium,40.64480286580315,0,1
248,0,0,0,0,1,1,2882,1843.0,123.0,480.0,1.0,0,0,Medium,26.842131062939096,1,0
249,0,0,0,1,1,1,1809,1868.0,90.0,360.0,1.0,0,0,Low,21.266170318136737,1,0
250,0,0,0,1,0,1,1668,3890.0,201.0,360.0,0.0,0,1,High,20.42057785666214,0,1
251,0,1,1,0,1,1,3427,0.0,138.0,360.0,1.0,0,1,Medium,29.270292106502797,1,0
252,0,0,1,1,0,0,2583,2167.0,104.0,360.0,1.0,1,0,Medium,25.411611519146124,0,1
253,0,0,0,0,0,1,2661,7101.0,279.0,180.0,1.0,0,0,High,25.79244075305786,0,1
254,0,0,1,1,1,0,16250,0.0,192.0,360.0,0.0,0,1,Medium,63.73774391990981,1,0
255,0,1,1,0,1,1,3083,0.0,255.0,360.0,1.0,1,0,High,27.76238462380348,1,0
256,0,0,1,1,0,1,6045,0.0,115.0,360.0,0.0,1,1,Medium,38.87479903485033,0,1
257,0,0,0,0,1,1,5250,0.0,94.0,360.0,1.0,0,1,Low,36.2284418654736,1,0
258,0,0,0,1,1,1,14683,2100.0,304.0,360.0,1.0,1,1,Extreme,60.586714715356536,1,0
259,0,0,0,0,0,1,4931,0.0,128.0,360.0,,0,1,Medium,35.11053972812152,0,1
260,0,0,0,0,1,1,6083,4250.0,330.0,360.0,,0,0,Extreme,38.99679474008088,1,0
261,0,0,1,1,1,1,2060,2209.0,134.0,360.0,1.0,0,0,Medium,22.693611435820433,1,0
